구분,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000010,20160720,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 거진읍 거진리,,,거진 해변 야영장,2.02E+13,I,44:42.0,,,,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000009,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 죽왕면 공현진리,,,공현진1리 해변 야영장,2.02E+13,I,44:42.0,,,,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000008,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 현내면 초도리 94번지,,,솔밭야영장,2.02E+13,I,44:42.0,,128.4352992,38.4791184,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000007,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 죽왕면 문암진리 460번지,,,자작도 해변 야영장,2.02E+13,I,44:42.0,,128.5401593,38.30660343,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000006,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 죽왕면 오호리 1-5번지,,,송지호 해변 야영장,2.02E+13,I,44:42.0,,128.5267235,38.32774975,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000005,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 간성읍 진부리 133번지,,,진부령 유원지 야영장,2.02E+13,I,44:42.0,,128.3625999,38.29034285,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000004,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 죽왕면 공현진리 55번지,강원도 고성군 죽왕면 공현진해변길 83-24735,24745,공현진2리 해변 야영장,2.02E+13,I,44:42.0,,128.5105663,38.35251331,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000003,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 죽왕면 삼포리 1번지,,,삼포 해변 야영장,2.02E+13,I,44:42.0,,,,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000002,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 거진읍 반암리 40번지,강원도 고성군 거진읍 반암길 40,24723,반암리 해변 야영장,2.02E+13,I,44:42.0,,128.4619333,38.41863539,일반야영장업,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,5000
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132016000001,20160719,,3,폐업,3,폐업,20161117,,,,,,,강원도 고성군 토성면 아야진리 230번지,강원도 고성군 토성면 아야진해변길 157 (아야진해수욕장관리사무실),24756,아야진 해변 야영장,2.02E+13,I,44:42.0,,128.5517622,38.27386087,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000001,20190531,,3,폐업,3,폐업,20190915,,,,,,,강원도 고성군 간성읍 장신리 513번지 장신유원지휴게소,강원도 고성군 간성읍 소똥령마을길 32  장신유원지휴게소,24741,장신리마을관리휴양지 야영장,2.02E+13,U,40:00.0,,128.3776792,38.32777076,일반야영장업,,관리지역,,기타,,,,,,,,,,,,,,,,,14037,,,,,,,,,,,,,14037
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000018,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 오호리 68-5번지 봉수대해변,강원도 고성군 죽왕면 봉수대길 10-22  봉수대해변,24747,봉수대해변야영장,2.02E+13,U,40:00.0,,128.5259286,38.32101173,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000017,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 오호리 1-3번지 행정봉사실,강원도 고성군 죽왕면 심층수길 73  행정봉사실,24747,송지호해변야영장,2.02E+13,U,40:00.0,,128.5261771,38.32747139,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000016,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 삼포리 243-26번지,강원도 고성군 죽왕면 삼포해변길 15-3,24750,삼포리해변야영장,2.02E+13,U,40:00.0,,128.5312323,38.31440989,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000015,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 토성면 천진리 111번지,강원도 고성군 토성면 천진해변길 43,24764,천진해변야영장,2.02E+13,U,40:00.0,,128.5592805,38.25783941,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000014,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 공현진리 143-29번지,강원도 고성군 죽왕면 공현진해변길 47-1,24745,공현진1리해변야영장,2.02E+13,U,40:00.0,,128.509305,38.35033305,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000013,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 거진읍 반암리 4-1번지,강원도 고성군 거진읍 반암길 40,24723,반암리해변야영장,2.02E+13,U,40:00.0,,128.4619333,38.41863539,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000012,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 문암진리 460-9번지,강원도 고성군 죽왕면 자작도선사길 105-1,24752,자작도해변야영장,2.02E+13,U,40:00.0,,128.541623,38.3054889,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000011,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 문암진리 19-3번지,강원도 고성군 죽왕면 문암항길 133,24752,백도해변야영장,2.02E+13,U,40:00.0,,128.5453288,38.29769485,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000010,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 삼포리 1-12번지,강원도 고성군 죽왕면 삼포해변길 76,24750,삼포2리해변야영장,2.02E+13,U,40:00.0,,128.53579,38.31002148,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000009,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 거진읍 거진리 340-17번지,강원도 고성군 거진읍 거탄진로72번길 12-1,24713,거진11리해변야영장,2.02E+13,U,40:00.0,,128.4534381,38.43947247,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000008,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 공현진리 431-12번지 공현진2리해변관리사무소,강원도 고성군 죽왕면 공현진해변길 108  공현진2리해변관리사무소,24745,공현진2리해변야영장,2.02E+13,U,40:00.0,,128.5087508,38.35444883,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000007,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 죽왕면 가진리 1번지,강원도 고성군 죽왕면 가진길 30,24744,가진리해변야영장,2.02E+13,U,40:00.0,,128.5082607,38.37021615,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000006,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 토성면 아야진리 230-6번지 아야진해수욕장관리사무실,강원도 고성군 토성면 아야진해변길 157  아야진해수욕장관리사무실,24756,아야진해변야영장,2.02E+13,U,40:00.0,,128.5521075,38.27398369,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000005,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 토성면 청간리 49-21번지,강원도 고성군 토성면 청간정길 25-2,24758,청간해변야영장,2.02E+13,U,40:00.0,,128.5568101,38.26359693,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000004,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 거진읍 화포리 596번지,강원도 고성군 거진읍 화진포길 330,24710,화진포(거진)해변야영장,2.02E+13,U,40:00.0,,128.4393887,38.4719015,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000003,20190712,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 토성면 도원리 413-4번지,강원도 고성군 토성면 도원2길 50,24761,도원리 마을관리휴양지야영장,2.02E+13,U,40:00.0,,128.4681051,38.26455178,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000002,20190708,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 간성읍 진부리 66-8번지 진부리마을회관,강원도 고성군 간성읍 진부리길 10  진부리마을회관,24742,진부리 마을관리휴양지야영장,2.02E+13,U,40:00.0,,128.3621876,38.28911608,일반야영장업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132019000019,20190729,,3,폐업,3,폐업,20190818,,,,,,,강원도 고성군 현내면 초도리 94-7번지,강원도 고성군 현내면 초도항길 19,24706,솔밭야영장,2.02E+13,U,40:00.0,,128.4368728,38.4792249,일반야영장업,,관리지역,,기타,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000001,20200630,,3,폐업,3,폐업,20200823,,,,033-681-8126,,,강원도 고성군 간성읍 장신리 462 ,강원도 고성군 간성읍 소똥령마을길 82,24741,소똥령마을 장신리마을관리휴양지 야영장,2.02E+13,U,40:00.0,,128.3795632,38.32907187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000002,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 간성읍 진부리 133 ,강원도 고성군 간성읍 진부령로 1218,24742,진부리마을관리휴양지야영장,2.02E+13,U,40:00.0,,128.3625999,38.29034285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000003,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 현내면 초도리 94-7 ,강원도 고성군 현내면 초도항길 19,24706,화진포솔밭야영장,2.02E+13,U,40:00.0,,128.4368728,38.4792249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000004,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 토성면 천진리 112-18 ,강원도 고성군 토성면 천진해변길 47,24764,천진해변야영장,2.02E+13,U,40:00.0,,128.5591403,38.25813153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000005,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 토성면 청간리 1-14 ,강원도 고성군 토성면 아야진해변길 17,24758,청간해변야영장,2.02E+13,U,40:00.0,,128.555745,38.26591604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000006,20200709,,3,폐업,3,폐업,20200823,,,,,,,강원도 고성군 죽왕면 오호리 68-10 ,강원도 고성군 죽왕면 심층수길 22  자율방범대 의용소방대,24747,봉수대해변야영장,2.02E+13,U,40:00.0,,128.5261999,38.32152357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일반야영장,강원도,고성군,일반야영장업,03_11_07_P,4340000,CDFI2262132020000007,20200709,,3,폐업,3,폐업,20200817,,,,,,,강원도 고성군 죽왕면 가진리 1-2 ,강원도 고성군 죽왕면 가진길 30,24744,가진리해변야영장,2.02E+13,U,40:00.0,,128.5082607,38.37021615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
